cut	90
Partition 0	0,1,99,98
Partition 1	96,97,48,94,95
Partition 2	18,16,17,19
Partition 3	3,2,4
Partition 4	5,6,81,7
Partition 5	15,13,12,14,24
Partition 6	78,79,80
Partition 7	41,42,43,45,44
Partition 8	67,68,66,69
Partition 9	77,75,76,74,26
Partition 10	84,72,73,70,71
Partition 11	39,40,37,38
Partition 12	33,35,32,34,36
Partition 13	29,27,28,30,31
Partition 14	22,20,21,23
Partition 15	91,92,90,89
Partition 16	85,87,88,86
Partition 17	9,8,10,11
Partition 18	25,55,54,57
Partition 19	50,93,52,53,51
Partition 20	56,58,61,59,60
Partition 21	64,65,63,62
Partition 22	83,49,82,46,47
