cut	152
Partition 0	2088,2062
Partition 1	2082,2083
Partition 2	2094
Partition 3	2063,2099
Partition 4	2089,2093
Partition 5	2107,2106
Partition 6	2095,2098
Partition 7	2100,2105,2104
Partition 8	2086,2087
Partition 9	2085,2084
Partition 10	2080,2081
Partition 11	2079,2067
Partition 12	2102,2103
Partition 13	2101
Partition 14	2090,2092
Partition 15	2096,2075,2091
Partition 16	2077,2078,2097
Partition 17	2123,2188
Partition 18	2187,2189
Partition 19	2191,2190
Partition 20	2192,2193
Partition 21	2124,2183
Partition 22	2181,2182
Partition 23	2064
Partition 24	2125,2126
Partition 25	2065,2185
Partition 26	2186,2195
Partition 27	2199,2184
Partition 28	2200
Partition 29	2198
Partition 30	2196,2197,2194
Partition 31	2112,2110
Partition 32	2069
Partition 33	2111,2109,2108
Partition 34	2070,2163
Partition 35	2162
Partition 36	2164,2166
Partition 37	2161,2160
Partition 38	2158
Partition 39	2157,2074
Partition 40	2156,2159
Partition 41	2072,2155
Partition 42	2137,2153
Partition 43	2165,2170
Partition 44	2168,2171
Partition 45	2154,2167,2169
Partition 46	2120,2179
Partition 47	2173,2177
Partition 48	2180,2178
Partition 49	2127,2174,2176
Partition 50	2128,2175,2172
Partition 51	2130,2139
Partition 52	2138,2140
Partition 53	2148,2147
Partition 54	2129,2146,2068
Partition 55	2066,2142
Partition 56	2131
Partition 57	2145
Partition 58	2076,2134,2136
Partition 59	2132,2135,2133
Partition 60	2150
Partition 61	2141,2149
Partition 62	2143,2144
Partition 63	2073,2151,2152
Partition 64	2119
Partition 65	2121,2122
Partition 66	2071
Partition 67	2115,2114
Partition 68	2113,2116,2117,2118
