cut	77
Partition 0	7493,7549
Partition 1	7521,7522,7525
Partition 2	7546,7547,7548
Partition 3	7526,7527,7497
Partition 4	7575,7580
Partition 5	7577,7578,7579
Partition 6	7574,7540,7541
Partition 7	7523,7576,7496
Partition 8	7509,7510,7524
Partition 9	7516,7517
Partition 10	7503,7569,7570
Partition 11	7513,7511,7512
Partition 12	7491,7500,7502,7504
Partition 13	7501,7545
Partition 14	7565,7498,7499,7562
Partition 15	7568,7566,7572
Partition 16	7550,7559,7571
Partition 17	7573,7564,7563,7590
Partition 18	7555,7495,7556
Partition 19	7494,7537
Partition 20	7515,7557,7558
Partition 21	7553,7551,7552
Partition 22	7542,7543
Partition 23	7514,7544,7583
Partition 24	7507,7560,7561
Partition 25	7490,7506,7492
Partition 26	7528,7529,7530,7531
Partition 27	7520,7539,7536
Partition 28	7538,7535,7534
Partition 29	7505,7533,7532
Partition 30	7508,7519,7518
Partition 31	7591,7592,7593
Partition 32	7595,7594,7589
Partition 33	7588,7586,7587
Partition 34	7567,7584,7554
Partition 35	7581,7582,7585
