cut	67
Partition 0	3572,3571,3570
Partition 1	3525,3529,3563,3567
Partition 2	3565,3568,3566,3569
Partition 3	3538,3539,3540,3548
Partition 4	3531,3521,3530,3532
Partition 5	3573,3549,3550,3551
Partition 6	3545,3546,3547,3544
Partition 7	3543,3562,3541,3561
Partition 8	3535,3523,3542,3592
Partition 9	3559,3536,3537,3533
Partition 10	3560,3586,3587,3534
Partition 11	3605,3526,3554,3578
Partition 12	3581,3582,3580,3579
Partition 13	3575,3576,3553,3552
Partition 14	3528,3527,3577,3583
Partition 15	3584,3524,3557,3558
Partition 16	3555,3556,3564,3591
Partition 17	3601,3600,3598,3599
Partition 18	3594,3596,3597,3593,3595
Partition 19	3585,3589,3590,3588
Partition 20	3621,3574,3620,3619
Partition 21	3520,3602,3617,3618
Partition 22	3614,3615,3616
Partition 23	3607,3606,3609,3608
Partition 24	3610,3522,3611
Partition 25	3603,3604,3612,3613
