cut	50
Partition 0	4,41,44,91
Partition 1	31,35,73,19
Partition 2	1,79,53,59,64
Partition 3	10,49,92
Partition 4	3,67,71,80
Partition 5	0,14,69,88
Partition 6	50,70,97,96
Partition 7	34,52,60,89
Partition 8	6,29,86
Partition 9	26,56,95
Partition 10	74,77,82
Partition 11	5,18,48
Partition 12	23,76,83,87
Partition 13	20,90,98
Partition 14	24,57,65,78
Partition 15	2,15,63,37
Partition 16	12,21,38
Partition 17	7,8,40,43
Partition 18	13,46,81
Partition 19	11,16,27,47,62
Partition 20	22,66,84
Partition 21	17,42,45,54
Partition 22	55,61,75,94
Partition 23	9,30,58,68
Partition 24	72,93,99
Partition 25	28,32,33,85
Partition 26	25,39,36,51
