cut	40
Partition 0	24,61,44
Partition 1	3,50,68
Partition 2	19,47,75
Partition 3	18,37,25,40
Partition 4	32,30,35,72
Partition 5	67,46,15,52,38
Partition 6	5,16,48,65
Partition 7	2,73,31,76
Partition 8	7,77,56
Partition 9	27,17,0,21,71
Partition 10	59,42,12
Partition 11	23,14,33,78
Partition 12	6,54,8,74
Partition 13	4,20,43,79
Partition 14	1,57,66,63
Partition 15	9,69,53
Partition 16	13,29,60,58
Partition 17	34,41,62,11
Partition 18	55,22,28,49
Partition 19	45,64,39,70
Partition 20	51,26,10,36
