iteration	t
1	1,11,38,95,109,139,169,276,282,299,308,490
2	9,26,42,64,72,84,85,134,186,196,202,254,1344,1350
3	30,31,50,70,112,118,119,140,141,160,193,281,644,853,936,976,1230,1299,1500,2300
4	21,26,45,51,54,56,72,110,117,175,218,225,407,427,448,553,987,1315,1360
5	67,82,94,101,102,105,114,122,137,169,595,598,767
6	1549,2171
7	206,549,1121,1154,1426
8	12,23,28,142,143,148,181,1086,1350,1519
9	77,95,757,779,3254
10	27,2632,4701,4761
