iteration	t
1	5,37,38,51,54,83,258,551,5530
2	30,50,57,100,112,767,785,4784,5023,5868,5869,5873,9945
3	4,22,58,100,123,126,959,1008,1768,2129
4	12,16,33,71,79,97,116,165,242,790,1319,1815,1882,2512
5	4,43,49,602,673,982,1546,1823,2944
6	931,962,1169
7	4,47,83,95,3238,6515
8	3206,3283,9516,9527,11488,11804
9	16,249,7697
