Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	0	17	lc	True	True	True	True	3	3	6	6
4	1	17	lc	True	True	True	True	3	3	6	6
4	2	17	lc	True	True	True	True	3	3	6	6
4	5	17	lc	True	True	True	True	3	3	6	6
4	7	17	lc	True	True	True	True	3	3	6	6
4	8	17	lc	True	True	True	True	3	3	6	6
4	14	17	lc	True	True	True	True	3	3	6	6
3	0	17	lc	True	True	True	True	2	2	4	4
3	1	17	lc	True	True	True	True	2	2	4	4
3	4	17	lc	True	True	True	True	2	2	4	4
3	7	17	lc	True	True	True	True	2	2	4	4
3	8	17	lc	True	True	True	True	2	2	4	4
3	11	17	lc	True	True	True	True	2	2	4	4
3	25	17	lc	True	True	True	True	2	2	4	4
3	32	17	lc	True	True	True	True	2	2	4	4
3	36	17	lc	True	True	True	True	2	2	4	4
3	45	17	lc	True	True	True	True	2	2	4	4
3	57	17	lc	True	True	True	True	2	2	4	4
3	59	17	lc	True	True	True	True	2	2	4	4
3	81	17	lc	True	True	True	True	2	2	4	4
3	84	17	lc	True	True	True	True	2	2	4	4
2	1	17	lc	True	True	False	True	2	1	2	3
2	2	17	lc	True	True	False	True	2	1	2	3
2	3	17	lc	True	True	False	True	2	1	2	3
2	4	17	lc	True	True	False	True	2	1	2	3
2	7	17	lc	True	True	False	True	2	1	2	3
2	10	17	lc	True	True	False	True	2	1	2	3
2	11	17	lc	True	True	False	True	2	1	2	3
2	13	17	lc	True	True	False	True	2	1	2	3
2	14	17	lc	True	True	False	True	2	1	2	3
