iteration	t
1	29,60,72,74,76,93,99,112,464,1648
2	4,33,54,57,84,94,120,164,176,382,426
3	13,28,32,101,104,114,137,140
4	58,110,112,115,402,915,1771
5	2,19,34,43,46,49,65,218,1375,1638,1812,3556,4058,4161,4166
6	17
7	2,754,1147,1181,1574,1727,8390,8412
8	4324,4803,6798,6825,6905,7575,11479,15051
9	87,138,146,757,2621,2657
