cut	47
Partition 0	28,62,67
Partition 1	9,36,47
Partition 2	52,60,64
Partition 3	11,23,26
Partition 4	13,25,29
Partition 5	30,37,39
Partition 6	27,42,57
Partition 7	6,18,20
Partition 8	48,73,75
Partition 9	19,44
Partition 10	12,72
Partition 11	17,74
Partition 12	8,31,63,78
Partition 13	49,61
Partition 14	0,38,46
Partition 15	33,66,79
Partition 16	3,56
Partition 17	54,16,69
Partition 18	1,22,4,21
Partition 19	50,10,51
Partition 20	34,43,45
Partition 21	14,15,35,68
Partition 22	55,77,59
Partition 23	2,70,71
Partition 24	24,40,58
Partition 25	7,32,76,41
Partition 26	5,53,65
