cut	43
Partition 0	1,57,78
Partition 1	51,22,49,64
Partition 2	26,10,36,70
Partition 3	66,63,79
Partition 4	20,45,39
Partition 5	4,23,43
Partition 6	42,12
Partition 7	14,33,59
Partition 8	9,69,29,53
Partition 9	6,54,8,74
Partition 10	60,34,41
Partition 11	58,62,11
Partition 12	16,48,65
Partition 13	5,67,46,15
Partition 14	13,55,28,72
Partition 15	2,52,38
Partition 16	7,77,56
Partition 17	73,31,76
Partition 18	19,18,47
Partition 19	25,40,75
Partition 20	37,32,30,35
Partition 21	27,17,21,71
Partition 22	3,50,68
Partition 23	0,24,61,44
