cut	34
Partition 0	28,78,55
Partition 1	73,47,91
Partition 2	30,0,5,29
Partition 3	36,53,41
Partition 4	21,10,80,40
Partition 5	49,3,90,60
Partition 6	19,51,33,75
Partition 7	70,22,99
Partition 8	2,43,46
Partition 9	92,9,61,45
Partition 10	17,44,48
Partition 11	81,15,66
Partition 12	1,39,95
Partition 13	98,23,96,87
Partition 14	16,67,65
Partition 15	57,34,54,63
Partition 16	69,71,50
Partition 17	12,77,83
Partition 18	68,93,59
Partition 19	14,82,86,64
Partition 20	42,84,79,89
Partition 21	38,8,88
Partition 22	4,56,26,74
Partition 23	94,32,37
Partition 24	11,31,97
Partition 25	52,58,35
Partition 26	25,6,62,20
Partition 27	13,76,72
Partition 28	27,7,24,18,85
