cut	49
Partition 0	3613,3612,3589,3587,3588
Partition 1	3609,3610,3611,3526,3573,3603
Partition 2	3585,3584,3586,3583,3577,3582
Partition 3	3579,3580,3578,3581,3528,3576
Partition 4	3562,3561,3545,3560,3547,3546
Partition 5	3539,3542,3593,3594,3544,3540
Partition 6	3602,3569,3570,3568,3595,3601
Partition 7	3572,3566,3571,3563,3564,3565
Partition 8	3524,3521,3527,3567,3531
Partition 9	3553,3597,3555,3554,3556,3598
Partition 10	3608,3523,3541,3606,3543,3607
Partition 11	3590,3525,3591,3604,3605,3574
Partition 12	3522,3530,3529,3537,3592,3600
Partition 13	3535,3532,3536,3533,3596,3599,3575
Partition 14	3534,3520,3549,3550,3551
Partition 15	3538,3558,3559,3557,3548,3552
