cut	71
Partition 0	3558,3559,3584
Partition 1	3613,3616,3617
Partition 2	3531,3532,3586,3585
Partition 3	3554,3555,3556
Partition 4	3574,3575,3566,3557
Partition 5	3621,3620,3618,3619
Partition 6	3624,3623,3576,3622
Partition 7	3596,3597,3598
Partition 8	3526,3527,3568,3569
Partition 9	3533,3535,3528,3534
Partition 10	3567,3562,3563
Partition 11	3536,3551,3560,3561
Partition 12	3525,3589,3520,3553,3552
Partition 13	3573,3570,3571,3572
Partition 14	3537,3538,3609
Partition 15	3540,3541,3549,3550
Partition 16	3587,3612,3610,3611
Partition 17	3601,3602,3603
Partition 18	3594,3595,3604,3605
Partition 19	3581,3583,3582
Partition 20	3590,3591,3592,3593,3588
Partition 21	3600,3599,3615
Partition 22	3521,3539,3578,3523
Partition 23	3579,3577,3565,3580
Partition 24	3608,3524,3564,3606
Partition 25	3542,3543,3614,3607
Partition 26	3545,3544,3529,3522
Partition 27	3546,3547,3548,3530
