cut	106
Partition 1	2066,2131,2132
Partition 2	2135,2136,2137,2153
Partition 3	2133,2134
Partition 4	2142,2143,2076
Partition 5	2130,2139
Partition 6	2129,2068
Partition 7	2094,2095
Partition 8	2144,2151,2152
Partition 9	2149,2150
Partition 10	2063,2088,2089
Partition 11	2099,2100
Partition 12	2145,2148
Partition 13	2082,2083,2062
Partition 14	2069,2111
Partition 15	2087,2109
Partition 16	2102,2103,2101
Partition 17	2097,2098,2104,2105
Partition 18	2107,2108,2106
Partition 19	2096,2075
Partition 20	2065,2079
Partition 21	2080,2081,2085,2084,2086
Partition 22	2078,2091
Partition 23	2077,2067
Partition 24	2090,2092,2093
Partition 25	2158,2157,2160
Partition 26	2074
Partition 27	2072
Partition 28	2163,2164,2166
Partition 29	2156,2155,2159
Partition 30	2127,2161,2162,2165
Partition 31	2170,2172
Partition 32	2168,2171
Partition 33	2167,2169,2154
Partition 34	2114,2071,2115
Partition 35	2128,2174,2173,2177
Partition 36	2180,2176,2181,2175,2178
Partition 37	2112,2113,2110
Partition 38	2121,2122
Partition 39	2116,2117
Partition 40	2120,2179
Partition 41	2064,2125,2126,2188
Partition 42	2124,2183,2182
Partition 43	2123
Partition 44	2187,2189
Partition 45	2191,2190
Partition 46	2184
Partition 47	2199,2200
Partition 48	2196,2194,2197,2198
Partition 49	2192,2193
Partition 50	2118,2073,2119
Partition 51	2138,2140,2141
Partition 52	2185,2186,2195
Partition 53	2070
Partition 54	2146,2147
