cut	31
Partition 0	85,64,69
Partition 1	33,76,35
Partition 2	4,1,3,78
Partition 3	82,53,74
Partition 4	87,86,25
Partition 5	19,24,59,60
Partition 6	29,57,67
Partition 7	56,2,50
Partition 8	16,49,28,55
Partition 9	0,18,21
Partition 10	89,37,65,66
Partition 11	45,40,63,84
Partition 12	73,22,31,46
Partition 13	11,17,23
Partition 14	52,51,75
Partition 15	48,38,54,68
Partition 16	41,30,80
Partition 17	34,8,42,43
Partition 18	5,79,72,61
Partition 19	39,12,26
Partition 20	81,36,71,62
Partition 21	70,7,88,83
Partition 22	77,6,44
Partition 23	27,20,58
Partition 24	32,15,14
Partition 25	9,13,10,47
