cut	108
Partition 0	69,71,68
Partition 1	3,44,15
Partition 2	72,17,18
Partition 3	73,74,65
Partition 4	50,57,11
Partition 5	41,37,63
Partition 6	1,58,32
Partition 7	22,31,30
Partition 8	59,45,77
Partition 9	19,48,20
Partition 10	12,13,62
Partition 11	27,40,39,21
Partition 12	55,53,61
Partition 13	76,75,33
Partition 14	64,10,70
Partition 15	7,46,78,56
Partition 16	5,28,26
Partition 17	79,60,38
Partition 18	16,29,9
Partition 19	35,8,67
Partition 20	0,66,34
Partition 21	36,4,2
Partition 22	51,42,49
Partition 23	54,47,52
Partition 24	25,6,14
Partition 25	24,23,43
