Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
7	0	31	lc	True	True	True	True	3	3	10	10
6	3	31	lc	False	True	True	True	3	3	9	9
6	5	31	lc	False	True	True	True	3	3	9	9
6	6	31	lc	False	True	True	True	3	3	9	9
6	10	31	lc	False	True	True	True	3	3	9	9
5	9	31	lc	False	True	False	True	3	2	8	8
7	3	31	hc	False	True	True	True	3	4	10	10
7	4	31	hc	False	True	True	True	3	4	10	10
5	2	31	hc	False	True	False	True	3	4	8	7
5	4	31	hc	False	True	False	True	3	4	8	7
5	8	31	hc	False	True	False	True	3	4	8	7
