cut	42
Partition 0	53,80,83
Partition 1	28,44,41,43
Partition 2	9,21,62,74,81
Partition 3	6,17,45
Partition 4	8,34,59,87,73
Partition 5	0,16,48,20
Partition 6	2,5,35,47
Partition 7	49,57,82,89
Partition 8	18,23,38,72
Partition 9	61,70,79
Partition 10	65,25,46,52,77
Partition 11	14,40,66,86
Partition 12	3,4,15,42
Partition 13	36,37,64,88
Partition 14	1,12,50,84
Partition 15	55,63,69,58
Partition 16	11,32,29,39
Partition 17	7,24,33,76,85
Partition 18	27,56,68,51
Partition 19	10,60,31,54
Partition 20	13,26,30,67,78
Partition 21	19,71,22,75
