cut	47
Partition 0	6,3,68
Partition 1	2,23,46,84
Partition 2	75,16,89,50
Partition 3	35,56,77
Partition 4	12,43,76
Partition 5	9,58,60
Partition 6	24,74,82
Partition 7	4,27,32,59
Partition 8	40,63,65,87
Partition 9	11,38,88
Partition 10	13,67,72,80
Partition 11	10,62,34
Partition 12	22,5,29,85
Partition 13	20,83,49
Partition 14	0,7,26,31
Partition 15	30,41,44,47
Partition 16	70,36,39
Partition 17	28,42,81
Partition 18	45,51,57
Partition 19	14,37,17
Partition 20	1,52,79
Partition 21	33,61,64,71
Partition 22	15,19,66,78
Partition 23	25,53,86,69
Partition 24	18,21,48
Partition 25	8,54,55,73
