path	1
T	4
cut	21
Partition 0	0,4,12,18,19,31,38,41,46
Partition 1	10,35,57,60,67,68,26,51
Partition 2	9,2,22,25,56,11,16,23
Partition 3	14,21,39,43,29,33,52
Partition 4	7,15,24,45,49,66,20,48
Partition 5	1,5,3,47,30,42,64,54,61
Partition 6	6,13,34,59,65,27,28,62,69
Partition 7	8,32,37,44,50
Partition 8	17,36,40,53,58
Partition 11	55,63
path	2
T	4
cut	19
Partition 0	0,4,12,18,19,31,38,41,46
Partition 1	10,35,57,60,67,68,26,51
Partition 2	9,2,22,25,56,11,16,23
Partition 3	14,21,39,43,29,33,52
Partition 4	7,15,24,45,49,66,20,48
Partition 5	1,5,3,47,30,42,64,54,61
Partition 6	6,13,34,59,65,27,28,62,69
Partition 7	8,32,55,37,44,50
Partition 8	17,36,40,53,58,63
path	3
T	4
cut	22
Partition 0	0,4,12,18,19,31,38,41,46
Partition 1	10,35,57,60,67,68,26,51
Partition 2	9,2,22,25,56,11,16,23
Partition 3	14,21,39,43,29,33,52
Partition 4	7,15,24,45,49,66,20,48
Partition 5	1,5,3,47,30,42,64,54,61
Partition 6	6,13,34,59,27,28,62
Partition 7	8,32,37,44,50
Partition 8	17,36,40,55,53,58,63
Partition 10	65
Partition 12	69
