cut	95
Partition 0	46,45,47,48
Partition 1	43,21,84,44
Partition 2	58,56,57,59
Partition 3	54,55,53
Partition 4	52,49,50,51
Partition 5	71,73,69
Partition 6	76,74,75,77
Partition 7	39,40,41,72,70
Partition 8	11,9,10,8
Partition 9	12,13,14,15
Partition 10	78,16,80,67
Partition 11	18,17,34,19
Partition 12	89,0,88,83
Partition 13	86,20,42,87,85
Partition 14	81,82,79
Partition 15	2,3,4,36
Partition 16	6,1,5,7
Partition 17	38,22,60
Partition 18	65,64,66
Partition 19	35,63,62,37,61
Partition 20	68,24,23
Partition 21	32,31,33,30
Partition 22	29,26,25,27,28
