cut	40
Partition 0	18,35,66
Partition 1	1,11,55
Partition 2	34,48,61
Partition 3	29,32,73
Partition 4	9,17,68
Partition 5	21,49,58
Partition 6	57,64,67
Partition 7	14,33
Partition 8	0,44,76
Partition 9	2,15,65
Partition 10	4,6,51
Partition 11	74,77,78
Partition 12	26,63
Partition 13	47,50
Partition 14	22,31,79
Partition 15	60,69,75
Partition 16	24,38
Partition 17	3,39,54
Partition 18	20,30
Partition 19	8,13,42,52
Partition 20	7,12,53
Partition 21	5,16,25,36
Partition 22	37,40,43,72
Partition 23	19,27,28
Partition 24	62,71,70
Partition 25	10,23,45,59
Partition 26	41,46,56
