cut	46
Partition 0	9,58,60
Partition 1	6,23,46,75
Partition 2	84,35,56,77
Partition 3	2,16,89,50
Partition 4	3,68,12,43,76
Partition 5	10,22,62,34
Partition 6	4,27,32,40
Partition 7	59,63,65,87
Partition 8	24,67,74,82
Partition 9	5,29,85,88
Partition 10	11,13,72,38,80
Partition 11	25,53,86,69
Partition 12	15,19,66,78
Partition 13	33,61,64,71
Partition 14	1,37,52,51
Partition 15	14,79,21,17
Partition 16	7,36,39
Partition 17	26,30,31,70
Partition 18	0,41,44,47,83
Partition 19	28,45,42,81,57
Partition 20	20,18,73,49
Partition 21	8,48,54,55
