iteration	t
1	18,33,37,42,68,71,135,583,648,965,1047,1298,1775,1799,1817,2673,3822
2	88,116,334,399,449,581,817,848,870,894,970,1638,1803
3	38,50,73,456,478,878,1158,1295,1412,2395,2397,2701,2799
4	4,80,119,143,150,155,166,219,294,1973
5	12,65,80,82,84,258,271,283,1644,3812,3855,4301,4343,4352,4613
6	36,59,65,85,465,2721,6471,6492,6573,6847
7	4,181,304
8	428,3749,7558,11728
9	11,15,17,40
