cut	48
Partition 0	18,6,14
Partition 1	19,43,35
Partition 2	4,7,8
Partition 3	12,15,20
Partition 4	27,24,33
Partition 5	11,30,48
Partition 6	37,41
Partition 7	9,21,38
Partition 8	31,47,44
Partition 9	40,36,49
Partition 10	28,45,39
Partition 11	22,29,32
Partition 12	2,16
Partition 13	1,17,23
Partition 14	25,42,26
Partition 15	10,5,13
Partition 16	3,46,34
