iteration	t
1	339,2080,5549
2	3536,3571,3574,3609,3613,3615,3689,3701,3703,3876,3907,3909,3965,3981,3991,4001,4021,4024,4148,4194,4266,4316,5272,5288,5335,8049,8393
3	394,459,463,926,1057,1079,1096,1219,1333,2478,2554,3238,7250
4	9,37,47,505,741,2736,2885
5	648,5265
6	22,124,255,417,651,8533,8763
7	9,18,87,233,605,665,1135,1383,1397,1441,1446,1469,3090,6446,6529,6546
8	48,98,966,5810
9	1679,1813,2026,6596
10	23,169,1042,2633,2659,11246,14268,17805
