cut	60
Partition 0	3533,3532
Partition 1	3527,3528,3588
Partition 2	3586,3587,3589
Partition 3	3541,3535,3542
Partition 4	3559,3558,3543
Partition 5	3521,3598,3599
Partition 6	3602,3601,3600
Partition 7	3537,3536,3565
Partition 8	3566,3571,3570
Partition 9	3567,3568,3569
Partition 10	3561,3560
Partition 11	3562,3563,3564
Partition 12	3530,3529,3531
Partition 13	3523,3539,3538,3540
Partition 14	3551,3547
Partition 15	3545,3555,3554
Partition 16	3544,3552,3556
Partition 17	3597,3582,3596
Partition 18	3585,3584,3595
Partition 19	3573,3522,3553
Partition 20	3572,3546,3574,3575
Partition 21	3550,3549,3583
Partition 22	3578,3579,3548
Partition 23	3525,3524,3534
Partition 24	3526,3590,3592
Partition 25	3591,3593,3594
Partition 26	3576,3577,3520
Partition 27	3557,3580,3581
