cut	75
Partition 0	74,76,54
Partition 1	61,52,11
Partition 2	8,37,17,72
Partition 3	44,71
Partition 4	20,3,79
Partition 5	14,42,30,26
Partition 6	36,68,73
Partition 7	1,59,78
Partition 8	9,22,23,25
Partition 9	50,58,45
Partition 10	35,2,40
Partition 11	29,53,33
Partition 12	4,55,47
Partition 13	43,31,18
Partition 14	19,12,67,69
Partition 15	24,28,49
Partition 16	5,6,32
Partition 17	16,56,63
Partition 18	7,48,75
Partition 19	57,38,41
Partition 20	0,10,60
Partition 21	13,34,66
Partition 22	15,64,39
Partition 23	27,62,46
Partition 24	77,21,51,70,65
