cut	55
Partition 0	3527,3564
Partition 1	3528,3529,3530
Partition 2	3524,3574,3584
Partition 3	3585,3587,3588
Partition 4	3575,3577,3576
Partition 5	3572,3573,3586
Partition 6	3522,3567,3566
Partition 7	3563,3570
Partition 8	3568,3565,3569
Partition 9	3561,3562,3558
Partition 10	3520,3559,3531
Partition 11	3523,3540,3557
Partition 12	3560,3541,3544,3526
Partition 13	3533,3532
Partition 14	3536,3537,3538
Partition 15	3539,3555,3554
Partition 16	3525,3543
Partition 17	3589,3590,3591
Partition 18	3542,3548,3549,3553
Partition 19	3547,3545,3546
Partition 20	3551,3552,3550
Partition 21	3534,3535,3578
Partition 22	3579,3580,3581
Partition 23	3597,3571,3596
Partition 24	3598,3556,3521
Partition 25	3583,3594,3595
Partition 26	3582,3593,3592
