cut	71
Partition 0	13,59,21
Partition 1	10,11,24,71
Partition 2	0,23,81,95
Partition 3	4,44,89
Partition 4	46,16,6,92
Partition 5	7,55,74,64
Partition 6	2,47,72,86
Partition 7	33,39,93,80
Partition 8	18,29,88,98
Partition 9	3,57,77
Partition 10	42,76,27
Partition 11	41,22,32,83
Partition 12	5,14,69,75
Partition 13	31,40,66,60
Partition 14	87,67,90,70
Partition 15	19,37,38,56
Partition 16	51,50,62
Partition 17	68,28,94
Partition 18	20,91,53
Partition 19	96,25,35,52,78
Partition 20	8,30,61
Partition 21	15,85,34,97
Partition 22	54,99,43,58
Partition 23	1,84,26,63
Partition 24	49,82,73,48
Partition 25	65,36,45
Partition 26	9,12,17,79
