cut	89
Partition 0	2,12,30,96
Partition 1	5,0,18,19
Partition 2	97,91,78,94
Partition 3	32,61,43,88
Partition 4	20,10,17,85
Partition 5	48,83,31,84
Partition 6	38,34,80,54
Partition 7	1,11,23
Partition 8	82,26,49
Partition 9	87,28,57
Partition 10	90,68,69
Partition 11	27,40,46,66
Partition 12	56,73,70,99
Partition 13	39,35,52,86
Partition 14	81,33,22,67
Partition 15	24,71,41
Partition 16	25,74,51
Partition 17	6,16,47,55
Partition 18	59,3,95
Partition 19	92,45,98,64,75
Partition 20	60,36,50
Partition 21	62,72,76,79
Partition 22	53,21,89,65
Partition 23	58,14,15
Partition 24	63,37,29,93
Partition 25	7,8,9,44
Partition 26	4,77,13,42
