cut	51
Partition 0	65,51
Partition 1	4,64,37
Partition 2	10,38
Partition 3	21,25
Partition 4	60,36,61
Partition 5	8,22,35,59
Partition 6	19,63
Partition 7	24,58,41
Partition 8	53,27,62
Partition 9	18,39,20
Partition 10	13,23,66
Partition 11	67,52,54
Partition 12	3,7,14
Partition 13	2,33,16
Partition 14	43,5,9
Partition 15	6,57,42
Partition 16	45,32,0
Partition 17	47,15,69,50
Partition 18	46,56
Partition 19	68,49
Partition 20	1,17,11
Partition 21	34,29,55
Partition 22	28,40,26
Partition 23	30,31,44
Partition 24	12,48
