cut	86
Partition 0	51,16
Partition 1	49,48
Partition 2	47,46
Partition 3	17,18
Partition 4	20,19
Partition 5	3,21,22
Partition 6	34,33
Partition 7	35,50
Partition 8	36,37,45
Partition 9	29,27
Partition 10	26,28,15
Partition 11	14,54
Partition 12	31,42,52
Partition 13	23,25
Partition 14	24,53
Partition 15	41,43
Partition 16	32,30
Partition 17	44,38
Partition 18	40,39
Partition 19	11,12
Partition 20	6,7
Partition 21	4,5,13
Partition 22	2,55
Partition 23	1,0,59
Partition 24	9,57,8
Partition 25	58,56,10
