cut	50
Partition 0	6,49,55,68
Partition 1	12,35,46,50
Partition 2	16,61,63,82
Partition 3	7,11,38,88
Partition 4	44,90,91,54
Partition 5	20,30,31,65
Partition 6	9,33,41,47,84
Partition 7	42,73,94,58
Partition 8	21,86,24,96
Partition 9	17,72,85,89
Partition 10	75,83,78,92
Partition 11	14,98,51,69
Partition 12	2,18,36,37,4
Partition 13	87,93,64,77,80
Partition 14	15,19,74,62
Partition 15	13,22,26,59,95
Partition 16	76,97,43,81
Partition 17	8,40,10,32
Partition 18	0,5,28,34,39
Partition 19	48,57,23,66
Partition 20	1,25,71,52,67
Partition 21	27,45,70,99
Partition 22	3,29,53,56,60,79
