cut	63
Partition 0	3545,3546,3547,3544
Partition 1	3543,3562,3541,3542
Partition 2	3535,3523,3561,3592
Partition 3	3559,3533,3560,3534
Partition 4	3526,3586,3587,3588
Partition 5	3581,3582,3580,3578,3579
Partition 6	3529,3531,3532
Partition 7	3567,3554,3570,3568,3569
Partition 8	3525,3563,3565,3566
Partition 9	3574,3573,3572,3571
Partition 10	3538,3539,3536,3537
Partition 11	3540,3549,3550,3548,3551
Partition 12	3594,3593,3595,3598
Partition 13	3555,3556,3564,3558
Partition 14	3601,3591,3600,3599
Partition 15	3602,3617,3616,3618
Partition 16	3520,3585,3584,3557
Partition 17	3621,3620,3589,3590,3619
Partition 18	3575,3576,3577,3583
Partition 19	3521,3530,3596,3605,3597
Partition 20	3610,3522,3528,3527
Partition 21	3553,3609,3524,3552
Partition 22	3611,3612,3614,3615,3613
Partition 23	3603,3604,3607,3606,3608
