cut	115
Partition 0	55,5,59
Partition 1	77,57,70,68
Partition 2	11,30,47
Partition 3	6,62,29
Partition 4	40,58,43,8
Partition 5	24,27,71
Partition 6	74,67,69
Partition 7	15,18,41,32
Partition 8	2,75,51
Partition 9	4,9,34,63
Partition 10	3,28,45,60
Partition 11	54,19,33
Partition 12	65,10,17,66
Partition 13	14,37,72,52
Partition 14	1,46,76
Partition 15	0,16,39
Partition 16	25,31,79
Partition 17	23,64,36
Partition 18	12,73,13
Partition 19	56,22,53,61
Partition 20	20,26,42
Partition 21	38,35,50,78
Partition 22	7,21,49,44,48
