cut	49
Partition 0	70,35
Partition 1	15,55,59
Partition 2	14,68,77
Partition 3	2,5,71
Partition 4	24,40,58
Partition 5	41,53,65
Partition 6	7,32,76
Partition 7	22,49
Partition 8	0,38,66
Partition 9	33,46,79
Partition 10	1,10,21
Partition 11	50,4,51
Partition 12	34,43,45
Partition 13	54,16,56,69
Partition 14	27,42,57
Partition 15	6,18,20
Partition 16	48,73,75
Partition 17	19,44
Partition 18	12,72
Partition 19	17,31
Partition 20	8,63,74,78
Partition 21	11,23,30
Partition 22	13,25,37
Partition 23	29,39,26
Partition 24	36,28
Partition 25	9,47,52
Partition 26	3,61,67
Partition 27	60,62,64
