cut	71
Partition 0	74,2,88
Partition 1	53,30,78,87
Partition 2	38,29,39,37,42
Partition 3	83,11,26
Partition 4	8,68,9,28,25
Partition 5	43,41,36,73
Partition 6	22,16,31,61
Partition 7	14,18,69,76
Partition 8	12,21,33,72
Partition 9	10,13,71,84
Partition 10	6,54,15,34,85
Partition 11	50,17,48,27
Partition 12	23,32,24,44
Partition 13	7,5,86,82
Partition 14	80,35,67,57
Partition 15	3,56,45,59
Partition 16	1,65,77
Partition 17	20,51,46,52
Partition 18	89,47,55,64,19
Partition 19	58,62,63,70
Partition 20	81,49,40,75
Partition 21	4,0,79,66,60
