cut	33
Partition 0	1681,1663,1682,1715
Partition 1	1662,1675,1713,1714
Partition 2	1693,1665,1692,1691
Partition 3	1678,1664,1677,1707
Partition 4	1696,1697,1698,1679,1680
Partition 5	1705,1699,1703,1704
Partition 6	1676,1700,1701,1702
Partition 7	1722,1694,1666,1695
Partition 8	1723,1706,1720,1721
Partition 9	1673,1674,1690,1689
Partition 10	1668,1669,1667,1712
Partition 11	1717,1716,1719,1718
Partition 12	1672,1711,1671,1710
Partition 13	1685,1686,1670,1687
Partition 14	1683,1684,1708,1709,1688
