iteration	t
1	3,12,19,24,31,89,91,114,175,216,1699,1726,1736,1838,1963,1979,2837,3120,4635,6543,9526
2	4,12,16,49,50,63,74,91,117,120,188,560,1358,4562
3	13,24,47,53,60,73,103,114,414,454,1154,3714,4653,6719
4	7,28,71,79,111,136,174,235,1228,2618,2874,3024,3420,3505,6402
5	6,28,47,119,204,236,238,370,375,715,779,1012,1215
6	784,994,1308,3055
7	6620,7120,7471,7484,10707,11729,11750,11890,12114,12364
8	18
9	19,39
10	13,926,1844
