path	1
T	NA
cut	34
Partition 0	1,10,41,44,47,82,90,93,94
Partition 1	0,12,19,31,65,92,64
Partition 2	13,14,16,57,23,45,62,77
Partition 3	7,8,40,88,27,42,59,99
Partition 4	55,74,36,81,95,97,56
Partition 5	24,11,32,39,63,73,79
Partition 6	29,33,51,61,66
Partition 7	4,25,49,58,67,70,76,83,87,86
Partition 8	28,54,78,68,89,96,98
Partition 9	2,5,20,18,71,22,69
Partition 10	26,34,35,75,48,52,72,50
Partition 11	9,15,30,43,53,60,80,85
Partition 12	3,6,17,21,38,46,91,37
Partition 14	84
path	2
T	NA
cut	35
Partition 0	1,10,41,44,47,82,90,93,94
Partition 1	0,12,19,31,65,92,64
Partition 2	13,14,16,57,23,45,62,77
Partition 3	7,8,40,88,27,42,59,99
Partition 4	55,74,36,81,95,97,56
Partition 5	24,11,32,39,63,73,79
Partition 6	25,29,33,51,61,66,84
Partition 7	4,49,58,67,70,83,87,86
Partition 8	28,54,76,78,68,89,96,98
Partition 9	2,5,20,18,71,22,69
Partition 10	26,34,35,75,48,52,72,50
Partition 11	9,15,30,43,53,60,80,85
Partition 12	3,6,17,21,38,46,91,37
path	3
T	NA
cut	35
Partition 0	1,10,41,44,47,82,90,93,94
Partition 1	0,12,19,31,65,92,64
Partition 2	13,14,16,57,23,45,62,77
Partition 3	7,8,40,88,27,42,59,99
Partition 4	55,74,36,81,95,97,56
Partition 5	24,11,32,39,63,73,79
Partition 6	25,29,33,51,61,66,84
Partition 7	4,49,58,67,70,83,87,86
Partition 8	28,54,76,78,68,89,96,98
Partition 9	2,5,20,18,71,22,69
Partition 10	26,34,35,75,48,52,72,50
Partition 11	9,15,30,43,53,60,80,85
Partition 12	3,6,17,21,38,46,91,37
