cut	38
Partition 0	0,3,69,88,48
Partition 1	5,18,23,76,83,87
Partition 2	1,31,35,73,79,19
Partition 3	10,49,92,53,59,64
Partition 4	26,56,74,77,82
Partition 5	4,41,44,91,95
Partition 6	9,30,58,67,80,68,99
Partition 7	42,45,66,94,71,84
Partition 8	17,22,54,55,61,75
Partition 9	15,63,20,90,98
Partition 10	2,24,37,57,65,78
Partition 11	60,50,70,97,96
Partition 12	6,29,34,52,86,89
Partition 13	25,36,51,72,93
Partition 14	14,7,12,21,40,43
Partition 15	11,16,27,47,62
Partition 16	28,32,33,39,85
Partition 17	8,13,38,46,81
