iteration	t
1	24,54,68,159,304,384,812,880,891,1704
2	9,47,48,169,734,747,1528
3	10,16,50,80,174,284,510,1776,1794
4	37,57,87,350,422,450,500,620,4299
5	3,14,106,642,981,992,1010,1026,1030,1100,1296
6	5,37,65,111,146,173
7	170,211,339
8	19,215,271,324,609,617,634
9	70,124
10	164,263,558,5919
11	2188,2372,5382,5415,6668
