iteration	t
1	355,373,430,598,620,626,634,693,735,799,809,844,1029,1076
2	556,570,639,829,1068,1073,1160,1182,1322,1580,1581,1677,2708
3	514,572,575,587,601,657,1196,1201,1234,1255,1280,1284,1304,1342,1533
4	22,23,30,40,58,511,538,1076
5	150,185,721,1001,1980,2139,2158,2214,3399,4792,8313
6	6,24,7064,8420
7	33,364,390,428,993,1017,1419
8	13,30,41,43,49,158,235,1669
9	49,171,1526,6643,7111,7115
10	58,75,94,103,112,118,195,5414,5438,5568,5856,5976
