Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	0	18	lc	True	True	True	True	2	2	5	5
4	4	18	lc	True	True	True	True	2	2	5	5
4	12	18	lc	True	True	True	True	2	2	5	5
4	51	18	lc	True	True	True	True	2	2	5	5
4	52	18	lc	True	True	True	True	2	2	5	5
4	80	18	lc	True	True	True	True	2	2	5	5
3	0	18	lc	True	True	True	True	1	1	4	4
3	1	18	lc	True	True	True	True	1	1	4	4
3	2	18	lc	True	True	True	True	1	1	4	4
3	3	18	lc	True	True	True	True	1	1	4	4
3	4	18	lc	True	True	True	True	1	1	4	4
3	5	18	lc	True	True	True	True	1	1	4	4
2	2	18	lc	True	True	False	True	2	1	3	3
2	3	18	lc	True	True	False	True	2	1	3	3
2	9	18	lc	True	True	False	True	2	1	3	3
