cut	48
Partition 0	66,63
Partition 1	64,39,79
Partition 2	22,28,49
Partition 3	1,57,51
Partition 4	4,20,43
Partition 5	26,10,70
Partition 6	23,78,36
Partition 7	62,11
Partition 8	29,60,58
Partition 9	45,34,41
Partition 10	14,33
Partition 11	9,69,53
Partition 12	6,54,8,74
Partition 13	59,42,12
Partition 14	18,37
Partition 15	13,55,72
Partition 16	32,30,35
Partition 17	3,68
Partition 18	24,61,44
Partition 19	19,47
Partition 20	50,25,40,75
Partition 21	16,48,65
Partition 22	5,67,15
Partition 23	46,52,38
Partition 24	17,0,21
Partition 25	27,56,71
Partition 26	7,77,31
Partition 27	2,73,76
