cut	38
Partition 0	7491,7514,7513
Partition 1	7504,7503,7502,7501
Partition 2	7546,7547,7531,7548
Partition 3	7555,7549,7550
Partition 4	7559,7558,7557,7556
Partition 5	7530,7490,7545
Partition 6	7554,7529,7553
Partition 7	7532,7533,7500,7536
Partition 8	7534,7552,7537,7538,7551
Partition 9	7540,7539,7492
Partition 10	7541,7516,7515,7542
Partition 11	7494,7543,7544
Partition 12	7506,7511,7512
Partition 13	7505,7507,7509,7493,7510
Partition 14	7495,7499,7498,7508
Partition 15	7523,7524,7525
Partition 16	7528,7496,7526,7527
Partition 17	7519,7518,7497,7517
Partition 18	7520,7521,7522,7535
