cut	50
Partition 0	10,60,31
Partition 1	25,46,52
Partition 2	61,70,79
Partition 3	5,35,47
Partition 4	2,48,49,89
Partition 5	18,23,72
Partition 6	57,82,38
Partition 7	34,54,73
Partition 8	6,8,59
Partition 9	17,45,87
Partition 10	53,80,83
Partition 11	28,41,43
Partition 12	9,62,74
Partition 13	21,44,81
Partition 14	37,69,88
Partition 15	1,36,50,55
Partition 16	63,64,84,58
Partition 17	0,16,20
Partition 18	65,42,77
Partition 19	14,66,86
Partition 20	3,4,15,40
Partition 21	12,13,30
Partition 22	26,67,78
Partition 23	19,22,75
Partition 24	32,71,39
Partition 25	11,29
Partition 26	24,27,51
Partition 27	33,56
Partition 28	7,68,76,85
