iteration	t
1	3,19,53,131,227,233,785,864,4269
2	36,40,116,117,143,152,165,205,544,929
3	7,30,46,67,164,249,265,322,326,340,646,963
4	52,64,101,119,126,182,275,338,3251,3603
5	12,34,40,186,232,251,270,286,552,2326,4333
6	1,5,6,1828,2702,3982
7	842,881,9917,12486,12515,13832,13838
8	14,21,29,353,1489,1521,6981
9	6276,9937,10876
10	12,143,3200,3386,3639,7981
