cut	31
Partition 0	3530,3527,3531,3532
Partition 1	3588,3587,3585,3586,3584
Partition 2	3580,3581,3582,3528,3583
Partition 3	3535,3543,3544,3546,3545
Partition 4	3539,3522,3534,3541,3542,3533
Partition 5	3572,3573,3578,3579
Partition 6	3575,3576,3577,3540,3525
Partition 7	3537,3538,3549,3523,3536
Partition 8	3520,3571,3570,3568,3569
Partition 9	3547,3548,3550,3551,3560
Partition 10	3561,3521,3563,3565,3562
Partition 11	3574,3566,3526,3564,3567
Partition 12	3556,3559,3557,3558,3555
Partition 13	3524,3529,3552,3553,3554
