cut	39
Partition 0	10,15,48
Partition 1	2,67,20
Partition 2	26,35,64
Partition 3	23,30,69
Partition 4	28,55,43
Partition 5	4,53,47
Partition 6	3,5,31
Partition 7	13,14
Partition 8	6,37,49
Partition 9	18,57
Partition 10	39,46,63
Partition 11	16,19,21
Partition 12	22,45,58
Partition 13	0,51,61
Partition 14	1,7,60
Partition 15	11,17,24
Partition 16	29,36,56
Partition 17	8,40,41,62
Partition 18	54,59,66
Partition 19	12,52
Partition 20	9,34,42,50
Partition 21	25,44
Partition 22	65,68
Partition 23	33,27,32,38
