cut	41
Partition 0	46,50,59,81
Partition 1	28,69,74,84
Partition 2	5,7,14,39
Partition 3	13,22,68,53
Partition 4	10,31,60,76
Partition 5	66,77,85
Partition 6	20,35,47,52,87
Partition 7	3,16,82,86
Partition 8	11,17,37,79
Partition 9	1,4,25,48,57,83
Partition 10	8,49,64,70
Partition 11	12,15,80,34
Partition 12	6,26,36,89
Partition 13	0,44,63,78,88
Partition 14	54,33,41,72
Partition 15	21,30,38,62
Partition 16	2,18,19,27,73
Partition 17	23,42,71,40
Partition 18	45,56,65,75
Partition 19	67,9,24,29,32
Partition 20	43,51,55,58,61
