cut	35
Partition 0	7563,7519,7562,7492,7561
Partition 1	7497,7498,7505,7506,7504
Partition 2	7518,7499,7516,7502,7517
Partition 3	7537,7536,7532,7533,7534,7535
Partition 4	7528,7529,7526,7527,7530
Partition 5	7522,7523,7520,7524,7521
Partition 6	7500,7501,7495,7493,7503,7525
Partition 7	7554,7552,7490,7531,7553
Partition 8	7555,7544,7545,7540,7556
Partition 9	7541,7542,7543,7539,7538
Partition 10	7509,7494,7510,7513,7514,7515
Partition 11	7550,7551,7508,7507,7549,7496
Partition 12	7547,7491,7511,7546,7512
Partition 13	7560,7548,7557,7558,7559
