Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	882	22	lc	True	True	True	True	2	2	5	4
4	884	22	lc	True	True	True	True	2	2	5	4
3	0	22	lc	True	True	True	True	1	1	3	3
3	3	22	lc	True	True	True	True	1	1	3	3
3	5	22	lc	True	True	True	True	1	1	3	3
3	6	22	lc	True	True	True	True	1	1	3	3
3	9	22	lc	True	True	True	True	1	1	3	3
3	14	22	lc	True	True	True	True	1	1	3	3
3	15	22	lc	True	True	True	True	1	1	3	3
3	18	22	lc	True	True	True	True	1	1	3	3
3	19	22	lc	True	True	True	True	1	1	3	3
3	25	22	lc	True	True	True	True	1	1	3	3
3	28	22	lc	True	True	True	True	1	1	3	3
5	0	22	lc	True	True	True	True	2	2	6	6
5	2	22	lc	True	True	True	True	2	2	6	6
5	4	22	lc	True	True	True	True	2	2	6	6
5	5	22	lc	True	True	True	True	2	2	6	6
5	7	22	lc	True	True	True	True	2	2	6	6
5	12	22	lc	True	True	True	True	2	2	6	6
5	14	22	lc	True	True	True	True	2	2	6	6
5	31	22	lc	True	True	True	True	2	2	6	6
5	57	22	lc	True	True	True	True	2	2	6	6
5	61	22	lc	True	True	True	True	2	2	6	6
