iteration	t
1	5,11,55,68,79,84,98,110,138,156,191,347
2	1,3,21,27,64,68,78,79,151,165,218,245,291,426,433,1457
3	10,13,17,18,43,67,100,119,178,302,441,1040,1157,1253,4279
4	17,26,28,109,113,177,198,228,232,234,250,272,492,506,534,932,1977
5	29,30,38,42,64,113,126,135,173,228,250,256,405,583,1114,1136,1193,1813,2228,4084
6	36,124,808,852,1407,1559
7	59,138,627,1452,1460,1467,7961
8	13,52,1437,1451
9	43,274,518,7511
10	116,147,365,485,1086,1598,1739,2282,3666,8374,11016,11023
