cut	42
Partition 0	1710,1711
Partition 1	1714,1712,1713
Partition 2	1709,1669
Partition 3	1699,1667
Partition 4	1689,1690
Partition 5	1692,1691,1693
Partition 6	1687,1678
Partition 7	1688,1715
Partition 8	1718,1717,1716
Partition 9	1668,1677
Partition 10	1663,1670
Partition 11	1672,1674,1673
Partition 12	1700,1701
Partition 13	1703,1704
Partition 14	1671,1697,1705
Partition 15	1684,1685
Partition 16	1686,1683
Partition 17	1702,1665,1682
Partition 18	1664,1708
Partition 19	1707,1706
Partition 20	1681,1694,1695
Partition 21	1680,1679
Partition 22	1675,1666
Partition 23	1662,1676,1696,1698
