cut	34
Partition 0	0,33,44,76
Partition 1	2,15,65
Partition 2	29,34,32,73
Partition 3	11,48,61,66
Partition 4	1,18,35,55
Partition 5	21,49,58
Partition 6	9,17,68,67
Partition 7	4,6,51
Partition 8	14,57,64
Partition 9	26,63,74,77,78
Partition 10	22,31,79
Partition 11	50,60,69,75
Partition 12	8,13,42,52
Partition 13	3,24,38,47
Partition 14	39,54,20,30
Partition 15	7,12,16,36
Partition 16	5,19,25,40
Partition 17	37,43,53,72
Partition 18	10,23,45,59
Partition 19	41,46,56,70
Partition 20	27,28,62,71
