iteration	t
1	7,14,26,28,46,67,219,259,434,440,3325
2	3,38,68,109,141,197,424,728,734,1099,1802,1859,1885
3	20,31,47,62,78,95,101,128,146,153,162,210,2537,2732,4147,4621,8520
4	21,32,43,52,68,75,130,140,1224,1248,1781,1962,1975,2146,2408
5	8,26,48,99,158,171,188,220,1830
6	2163,5659
7	2484,8137,15106
8	28,121,158,241,1189,1204,2301
9	247,4984,6309,12776,18046
