cut	44
Partition 0	66,77,85,87
Partition 1	20,35,47,52
Partition 2	3,16,82,86
Partition 3	1,4,25,48,83
Partition 4	17,57,37,79
Partition 5	13,22,53
Partition 6	11,31,46
Partition 7	10,60,68,76
Partition 8	5,7,14,39
Partition 9	50,59,81
Partition 10	28,69,74,84
Partition 11	19,21,30,38
Partition 12	2,18,27,71,80
Partition 13	23,42,73,40
Partition 14	67,24,62
Partition 15	9,29,32,43
Partition 16	51,55,58,61
Partition 17	6,33,41
Partition 18	0,12,26,63,78
Partition 19	36,54,72,89
Partition 20	8,49,64,70
Partition 21	45,56,65,75
Partition 22	15,44,34,88
