cut	73
Partition 0	72,75,76,73,74
Partition 1	82,80,81,77,78,79
Partition 2	86,85,87,83,84
Partition 3	88,89,90,94,91,92
Partition 4	0,1,99,2,34
Partition 5	97,98,93,95,96
Partition 6	22,24,26,25,23
Partition 7	18,20,19,21,36
Partition 8	35,38,39,71,37,40
Partition 9	33,49,47,48,46
Partition 10	50,51,53,52,54
Partition 11	69,70,66,65,68,67
Partition 12	55,56,57,58
Partition 13	64,62,60,59,61,63
Partition 14	44,45,43,41,42
Partition 15	14,13,15,16,17
Partition 16	27,32,28,30,31,29
Partition 17	8,9,10,11,12
Partition 18	3,5,4,7,6
