cut	146
Partition 0	2100,2104
Partition 1	2098,2105
Partition 2	2093,2107,2106
Partition 3	2082,2083
Partition 4	2094,2095
Partition 5	2062
Partition 6	2063,2088,2099,2089
Partition 7	2102,2103
Partition 8	2079,2101
Partition 9	2077,2078,2067
Partition 10	2080,2081
Partition 11	2085,2086,2087
Partition 12	2096,2097
Partition 13	2090
Partition 14	2075,2084,2091,2092
Partition 15	2065
Partition 16	2200,2185
Partition 17	2199,2184
Partition 18	2191,2192,2193
Partition 19	2186,2195
Partition 20	2196,2194
Partition 21	2198,2197
Partition 22	2126,2123,2188
Partition 23	2189,2190
Partition 24	2124,2187
Partition 25	2183,2181,2182
Partition 26	2112
Partition 27	2069,2111
Partition 28	2109,2110,2108
Partition 29	2064,2125
Partition 30	2144,2151
Partition 31	2141,2149,2150
Partition 32	2148,2147
Partition 33	2137,2168
Partition 34	2153,2170,2152
Partition 35	2169,2172
Partition 36	2165,2154,2167
Partition 37	2139,2140
Partition 38	2138,2076
Partition 39	2145,2133
Partition 40	2135,2134,2136
Partition 41	2130,2132
Partition 42	2129,2143,2146
Partition 43	2066,2142
Partition 44	2131,2068
Partition 45	2073,2119
Partition 46	2121,2122
Partition 47	2116,2117,2118
Partition 48	2113,2115,2114
Partition 49	2180,2175,2178
Partition 50	2127,2128,2176
Partition 51	2173,2177,2171
Partition 52	2120,2174,2179
Partition 53	2163,2166
Partition 54	2162,2159
Partition 55	2161,2160
Partition 56	2070,2164
Partition 57	2157,2074
Partition 58	2155
Partition 59	2071
Partition 60	2072,2156,2158
