cut	114
Partition 0	84,73,26
Partition 1	13,12,14
Partition 2	76,74,24
Partition 3	75,65,66
Partition 4	18,16,17,19
Partition 5	15,67,68
Partition 6	72,69,70,71
Partition 7	81,48,94
Partition 8	78,79,80
Partition 9	41,43,45
Partition 10	46,42,44
Partition 11	96,97,95
Partition 12	0,1,99,98
Partition 13	3,4,5,6
Partition 14	2,77,7,9
Partition 15	83,49,82
Partition 16	22,20,23
Partition 17	21,11,47
Partition 18	31,33,32
Partition 19	29,27,28,30
Partition 20	35,34,36
Partition 21	39,40,37,38
Partition 22	93,91,92
Partition 23	90,88,89
Partition 24	10,64,62
Partition 25	8,85,87,86
Partition 26	61,25,63
Partition 27	58,57,59,60
Partition 28	56,55,54
Partition 29	50,52,53,51
